NGRID,T1_wall_s,T1_app_s,hc1,hp1,threads,Tp_wall_s,Tp_app_s,speedup,efficiency,maxrss_kb,hc_med,hp_med
48,0.002437750343233347,nan,nan,nan,1,0.002867375034838915,nan,0.8501679458091175,0.8501679458091175,851968.0,nan,nan
48,0.002437750343233347,nan,nan,nan,2,0.0028717080131173134,nan,0.8488851694177313,0.42444258470886564,868352.0,nan,nan
48,0.002437750343233347,nan,nan,nan,4,0.0015312088653445244,nan,1.5920429919172714,0.39801074797931785,868352.0,nan,nan
48,0.002437750343233347,nan,nan,nan,6,0.0015420406125485897,nan,1.5808600132809625,0.2634766688801604,868352.0,nan,nan
48,0.002437750343233347,nan,nan,nan,8,0.001499583013355732,nan,1.6256188030419243,0.20320235038024054,868352.0,nan,nan
